YearAdj,Season,Region,SVIndex,YearType,Drought,Chlorophyll
1975,Winter,Confluence,9.35,Wet,W,1.871
1975,Winter,North,9.35,Wet,W,2.84
1975,Winter,SouthCentral,9.35,Wet,W,5.3429166666666665
1975,Winter,Suisun Bay,9.35,Wet,W,1.6360000000000001
1975,Spring,Confluence,9.35,Wet,W,4.8053333333333335
1975,Spring,North,9.35,Wet,W,2.4
1975,Spring,SouthCentral,9.35,Wet,W,15.759444444444444
1975,Spring,Suisun Bay,9.35,Wet,W,6.885666666666666
1975,Summer,Confluence,9.35,Wet,W,8.800833333333333
1975,Summer,North,9.35,Wet,W,3.2666666666666666
1975,Summer,SouthCentral,9.35,Wet,W,25.325
1975,Summer,Suisun Bay,9.35,Wet,W,16.761333333333333
1975,Fall,Confluence,9.35,Wet,W,5.061249999999999
1975,Fall,North,9.35,Wet,W,1.375
1975,Fall,SouthCentral,9.35,Wet,W,12.285277777777779
1975,Fall,Suisun Bay,9.35,Wet,W,8.0175
1976,Winter,Confluence,5.29,Critical,D,3.6286666666666667
1976,Winter,North,5.29,Critical,D,2.6766666666666667
1976,Winter,SouthCentral,5.29,Critical,D,4.596666666666667
1976,Winter,Suisun Bay,5.29,Critical,D,8.459666666666667
1976,Spring,Confluence,5.29,Critical,D,20.55516666666667
1976,Spring,North,5.29,Critical,D,3.9166666666666665
1976,Spring,SouthCentral,5.29,Critical,D,45.791792929292924
1976,Spring,Suisun Bay,5.29,Critical,D,16.775416666666665
1976,Summer,Confluence,5.29,Critical,D,5.6165
1976,Summer,North,5.29,Critical,D,4.735
1976,Summer,SouthCentral,5.29,Critical,D,41.159823232323234
1976,Summer,Suisun Bay,5.29,Critical,D,9.327083333333334
1976,Fall,Confluence,5.29,Critical,D,4.999037037037037
1976,Fall,North,5.29,Critical,D,3.8850000000000002
1976,Fall,SouthCentral,5.29,Critical,D,15.516839826839828
1976,Fall,Suisun Bay,5.29,Critical,D,4.0275
1977,Winter,Confluence,3.11,Critical,D,2.8473333333333333
1977,Winter,North,3.11,Critical,D,4.303333333333333
1977,Winter,SouthCentral,3.11,Critical,D,4.55
1977,Winter,Suisun Bay,3.11,Critical,D,3.18
1977,Spring,Confluence,3.11,Critical,D,6.4368181818181816
1977,Spring,North,3.11,Critical,D,23.51666666666667
1977,Spring,SouthCentral,3.11,Critical,D,40.11666666666667
1977,Spring,Suisun Bay,3.11,Critical,D,4.051319444444444
1977,Summer,Confluence,3.11,Critical,D,7.739347826086957
1977,Summer,North,3.11,Critical,D,12.350000000000001
1977,Summer,SouthCentral,3.11,Critical,D,30.150934343434344
1977,Summer,Suisun Bay,3.11,Critical,D,4.760833333333333
1977,Fall,Confluence,3.11,Critical,D,6.281222222222222
1977,Fall,North,3.11,Critical,D,8.543333333333333
1977,Fall,SouthCentral,3.11,Critical,D,8.274722222222222
1977,Fall,Suisun Bay,3.11,Critical,D,3.248194444444444
1978,Winter,Confluence,8.65,Above Normal,N,1.8352380952380953
1978,Winter,North,8.65,Above Normal,N,2.84
1978,Winter,SouthCentral,8.65,Above Normal,N,2.647777777777778
1978,Winter,Suisun Bay,8.65,Above Normal,N,1.9338690476190477
1978,Spring,Confluence,8.65,Above Normal,N,2.6094110275689224
1978,Spring,North,8.65,Above Normal,N,2.3716666666666666
1978,Spring,SouthCentral,8.65,Above Normal,N,7.687095959595959
1978,Spring,Suisun Bay,8.65,Above Normal,N,4.55875
1978,Summer,Confluence,8.65,Above Normal,N,7.950016469038208
1978,Summer,North,8.65,Above Normal,N,6.536666666666667
1978,Summer,SouthCentral,8.65,Above Normal,N,14.776388888888889
1978,Summer,Suisun Bay,8.65,Above Normal,N,16.01800505050505
1978,Fall,Confluence,8.65,Above Normal,N,6.274047619047619
1978,Fall,North,8.65,Above Normal,N,2.08
1978,Fall,SouthCentral,8.65,Above Normal,N,10.477500000000001
1978,Fall,Suisun Bay,8.65,Above Normal,N,21.110694444444444
1979,Winter,Confluence,6.67,Below Normal,N,1.8142424242424242
1979,Winter,North,6.67,Below Normal,N,2.5366666666666666
1979,Winter,SouthCentral,6.67,Below Normal,N,6.1305555555555555
1979,Winter,Suisun Bay,6.67,Below Normal,N,3.1425
1979,Spring,Confluence,6.67,Below Normal,N,3.5967251461988305
1979,Spring,North,6.67,Below Normal,N,2.9283333333333332
1979,Spring,SouthCentral,6.67,Below Normal,N,15.151515151515152
1979,Spring,Suisun Bay,6.67,Below Normal,N,5.754444444444444
1979,Summer,Confluence,6.67,Below Normal,N,11.17529292929293
1979,Summer,North,6.67,Below Normal,N,2.99
1979,Summer,SouthCentral,6.67,Below Normal,N,14.041444444444444
1979,Summer,Suisun Bay,6.67,Below Normal,N,25.646628787878786
1979,Fall,Confluence,6.67,Below Normal,N,7.9408432539682545
1979,Fall,North,6.67,Below Normal,N,1.9366666666666665
1979,Fall,SouthCentral,6.67,Below Normal,N,8.871611111111111
1979,Fall,Suisun Bay,6.67,Below Normal,N,14.073194444444445
1980,Winter,Confluence,9.04,Above Normal,N,1.3535757575757574
1980,Winter,North,9.04,Above Normal,N,0.9299999999999999
1980,Winter,SouthCentral,9.04,Above Normal,N,3.131666666666667
1980,Winter,Suisun Bay,9.04,Above Normal,N,1.5243650793650794
1980,Spring,Confluence,9.04,Above Normal,N,4.648128858024691
1980,Spring,North,9.04,Above Normal,N,4.636666666666667
1980,Spring,SouthCentral,9.04,Above Normal,N,8.768055555555556
1980,Spring,Suisun Bay,9.04,Above Normal,N,5.335
1980,Summer,Confluence,9.04,Above Normal,N,6.230107226107226
1980,Summer,North,9.04,Above Normal,N,3.52
1980,Summer,SouthCentral,9.04,Above Normal,N,11.685732323232322
1980,Summer,Suisun Bay,9.04,Above Normal,N,18.05638888888889
1980,Fall,Confluence,9.04,Above Normal,N,6.407631766381766
1980,Fall,North,9.04,Above Normal,N,2.64
1980,Fall,SouthCentral,9.04,Above Normal,N,11.143611111111111
1980,Fall,Suisun Bay,9.04,Above Normal,N,13.1
1981,Winter,Confluence,6.21,Dry,N,1.3638125
1981,Winter,North,6.21,Dry,N,1.73
1981,Winter,SouthCentral,6.21,Dry,N,2.8858333333333333
1981,Winter,Suisun Bay,6.21,Dry,N,2.348125
1981,Spring,Confluence,6.21,Dry,N,12.067150670794634
1981,Spring,North,6.21,Dry,N,2.0983333333333336
1981,Spring,SouthCentral,6.21,Dry,N,17.454
1981,Spring,Suisun Bay,6.21,Dry,N,8.057916666666667
1981,Summer,Confluence,6.21,Dry,N,5.543651416122004
1981,Summer,North,6.21,Dry,N,0.8033333333333333
1981,Summer,SouthCentral,6.21,Dry,N,9.095858585858586
1981,Summer,Suisun Bay,6.21,Dry,N,12.387916666666667
1981,Fall,Confluence,6.21,Dry,N,4.844814814814815
1981,Fall,North,6.21,Dry,N,1.085
1981,Fall,SouthCentral,6.21,Dry,N,7.469722222222223
1981,Fall,Suisun Bay,6.21,Dry,N,6.1866666666666665
1982,Winter,Confluence,12.76,Wet,W,1.5925555555555555
1982,Winter,North,12.76,Wet,W,1.315
1982,Winter,SouthCentral,12.76,Wet,W,2.494
1982,Winter,Suisun Bay,12.76,Wet,W,1.99125
1982,Spring,Confluence,12.76,Wet,W,2.4136140350877193
1982,Spring,North,12.76,Wet,W,3.4216666666666664
1982,Spring,SouthCentral,12.76,Wet,W,5.039040404040404
1982,Spring,Suisun Bay,12.76,Wet,W,4.51
1982,Summer,Confluence,12.76,Wet,W,17.586666666666666
1982,Summer,North,12.76,Wet,W,2.2416666666666667
1982,Summer,SouthCentral,12.76,Wet,W,16.776641414141416
1982,Summer,Suisun Bay,12.76,Wet,W,15.463750000000001
1982,Fall,Confluence,12.76,Wet,W,12.73638596491228
1982,Fall,North,12.76,Wet,W,1.1866666666666665
1982,Fall,SouthCentral,12.76,Wet,W,9.623888888888889
1982,Fall,Suisun Bay,12.76,Wet,W,14.325833333333334
1983,Winter,Confluence,15.29,Wet,W,1.3386666666666667
1983,Winter,North,15.29,Wet,W,1.4966666666666666
1983,Winter,SouthCentral,15.29,Wet,W,2.1627777777777775
1983,Winter,Suisun Bay,15.29,Wet,W,1.2225000000000001
1983,Spring,Confluence,15.29,Wet,W,2.526666666666667
1983,Spring,North,15.29,Wet,W,2.9333333333333336
1983,Spring,SouthCentral,15.29,Wet,W,6.809444444444445
1983,Spring,Suisun Bay,15.29,Wet,W,3.1008333333333336
1983,Summer,Confluence,15.29,Wet,W,3.7716666666666665
1983,Summer,North,15.29,Wet,W,0.9266666666666667
1983,Summer,SouthCentral,15.29,Wet,W,6.767222222222222
1983,Summer,Suisun Bay,15.29,Wet,W,5.275833333333333
1983,Fall,Confluence,15.29,Wet,W,7.160333333333334
1983,Fall,North,15.29,Wet,W,0.7833333333333333
1983,Fall,SouthCentral,15.29,Wet,W,4.481277777777778
1983,Fall,Suisun Bay,15.29,Wet,W,3.254166666666667
1984,Winter,Confluence,10,Wet,W,1.3188333333333333
1984,Winter,North,10,Wet,W,1.3366666666666667
1984,Winter,SouthCentral,10,Wet,W,3.1733333333333333
1984,Winter,Suisun Bay,10,Wet,W,1.5275
1984,Spring,Confluence,10,Wet,W,4.245444444444444
1984,Spring,North,10,Wet,W,2.32
1984,Spring,SouthCentral,10,Wet,W,9.562777777777777
1984,Spring,Suisun Bay,10,Wet,W,9.1466666666666665
1984,Summer,Confluence,10,Wet,W,8.988666666666667
1984,Summer,North,10,Wet,W,1.7783333333333333
1984,Summer,SouthCentral,10,Wet,W,15.68969696969697
1984,Summer,Suisun Bay,10,Wet,W,8.70625
1984,Fall,Confluence,10,Wet,W,13.582666666666666
1984,Fall,North,10,Wet,W,1.75
1984,Fall,SouthCentral,10,Wet,W,12.212787878787879
1984,Fall,Suisun Bay,10,Wet,W,12.3625
1985,Winter,Confluence,6.47,Dry,N,1.1488148148148147
1985,Winter,North,6.47,Dry,N,2.2133333333333334
1985,Winter,SouthCentral,6.47,Dry,N,3.402888888888889
1985,Winter,Suisun Bay,6.47,Dry,N,1.8266666666666669
1985,Spring,Confluence,6.47,Dry,N,8.558166666666667
1985,Spring,North,6.47,Dry,N,3.935
1985,Spring,SouthCentral,6.47,Dry,N,17.176237373737372
1985,Spring,Suisun Bay,6.47,Dry,N,5.0175
1985,Summer,Confluence,6.47,Dry,N,5.584666666666666
1985,Summer,North,6.47,Dry,N,3.086666666666667
1985,Summer,SouthCentral,6.47,Dry,N,12.719722222222222
1985,Summer,Suisun Bay,6.47,Dry,N,9.545833333333333
1985,Fall,Confluence,6.47,Dry,N,4.591444444444445
1985,Fall,North,6.47,Dry,N,1.0316666666666667
1985,Fall,SouthCentral,6.47,Dry,N,8.649141414141415
1985,Fall,Suisun Bay,6.47,Dry,N,4.38
1986,Winter,Confluence,9.96,Wet,N,0.9488333333333333
1986,Winter,North,9.96,Wet,N,1.9033333333333333
1986,Winter,SouthCentral,9.96,Wet,N,2.233888888888889
1986,Winter,Suisun Bay,9.96,Wet,N,1.3258333333333334
1986,Spring,Confluence,9.96,Wet,N,5.845694444444444
1986,Spring,North,9.96,Wet,N,2.8833333333333337
1986,Spring,SouthCentral,9.96,Wet,N,5.674222222222222
1986,Spring,Suisun Bay,9.96,Wet,N,5.248333333333333
1986,Summer,Confluence,9.96,Wet,N,17.046684210526315
1986,Summer,North,9.96,Wet,N,1.9333333333333333
1986,Summer,SouthCentral,9.96,Wet,N,19.74787878787879
1986,Summer,Suisun Bay,9.96,Wet,N,16.610833333333332
1986,Fall,Confluence,9.96,Wet,N,2.876666666666667
1986,Fall,North,9.96,Wet,N,0.6950000000000001
1986,Fall,SouthCentral,9.96,Wet,N,4.841666666666667
1986,Fall,Suisun Bay,9.96,Wet,N,5.956666666666667
1987,Winter,Confluence,5.86,Dry,D,1.9293333333333333
1987,Winter,North,5.86,Dry,D,1.5966666666666667
1987,Winter,SouthCentral,5.86,Dry,D,1.8210555555555554
1987,Winter,Suisun Bay,5.86,Dry,D,3.5258333333333334
1987,Spring,Confluence,5.86,Dry,D,7.035185185185185
1987,Spring,North,5.86,Dry,D,1.39
1987,Spring,SouthCentral,5.86,Dry,D,11.493055555555555
1987,Spring,Suisun Bay,5.86,Dry,D,3.8754166666666667
1987,Summer,Confluence,5.86,Dry,D,4.388305068226121
1987,Summer,North,5.86,Dry,D,1.0816666666666666
1987,Summer,SouthCentral,5.86,Dry,D,5.901161616161616
1987,Summer,Suisun Bay,5.86,Dry,D,2.85625
1987,Fall,Confluence,5.86,Dry,D,3.5115
1987,Fall,North,5.86,Dry,D,0.9
1987,Fall,SouthCentral,5.86,Dry,D,10.613333333333333
1987,Fall,Suisun Bay,5.86,Dry,D,1.2645833333333334
1988,Winter,Confluence,4.65,Critical,D,0.954862433862434
1988,Winter,North,4.65,Critical,D,1.085
1988,Winter,SouthCentral,4.65,Critical,D,3.3016666666666663
1988,Winter,Suisun Bay,4.65,Critical,D,1.3652777777777778
1988,Spring,Confluence,4.65,Critical,D,7.128236517218973
1988,Spring,North,4.65,Critical,D,1.2616666666666667
1988,Spring,SouthCentral,4.65,Critical,D,9.368333333333332
1988,Spring,Suisun Bay,4.65,Critical,D,1.9602083333333333
1988,Summer,Confluence,4.65,Critical,D,4.922839506172839
1988,Summer,North,4.65,Critical,D,0.9916666666666667
1988,Summer,SouthCentral,4.65,Critical,D,10.546388888888888
1988,Summer,Suisun Bay,4.65,Critical,D,1.7677361111111112
1988,Fall,Confluence,4.65,Critical,D,1.6067041446208112
1988,Fall,North,4.65,Critical,D,1.0033333333333334
1988,Fall,SouthCentral,4.65,Critical,D,7.485611111111111
1988,Fall,Suisun Bay,4.65,Critical,D,1.0387121212121213
1989,Winter,Confluence,6.13,Dry,D,0.9936865079365079
1989,Winter,North,6.13,Dry,D,1.0799999999999998
1989,Winter,SouthCentral,6.13,Dry,D,11.406666666666666
1989,Winter,Suisun Bay,6.13,Dry,D,0.9598412698412698
1989,Spring,Confluence,6.13,Dry,D,3.857015873015873
1989,Spring,North,6.13,Dry,D,1.75
1989,Spring,SouthCentral,6.13,Dry,D,7.225185185185184
1989,Spring,Suisun Bay,6.13,Dry,D,1.7372222222222222
1989,Summer,Confluence,6.13,Dry,D,3.8296242424242424
1989,Summer,North,6.13,Dry,D,1.2583333333333333
1989,Summer,SouthCentral,6.13,Dry,D,8.091944444444444
1989,Summer,Suisun Bay,6.13,Dry,D,2.2169444444444446
1989,Fall,Confluence,6.13,Dry,D,2.7586
